Gamma, Selfish Profit 1, Rational Profit 2,  Individual Miner Hash Rate, Honest Profit
0.25, 0, 0.00860598, 0.253142, 0.025, 0.738252
0.25, 0, 0.013234, 0.258195, 0.025, 0.728571
0.25, 0, 0.0112028, 0.251355, 0.025, 0.737443
0.25, 0, 0.011029, 0.259783, 0.025, 0.729188
0.25, 0, 0.0123783, 0.258948, 0.025, 0.728674
0.25, 0, 0.0131175, 0.257133, 0.025, 0.729749
0.25, 0, 0.00888536, 0.259598, 0.025, 0.731517
0.25, 0, 0.0133179, 0.244796, 0.025, 0.741886
0.25, 0, 0.012045, 0.256083, 0.025, 0.731872
0.25, 0, 0.0113818, 0.249426, 0.025, 0.739192
0.25, 0, 0.0116748, 0.252673, 0.025, 0.735653
0.25, 0, 0.0107115, 0.237972, 0.025, 0.751316
0.25, 0, 0.0144277, 0.25105, 0.025, 0.734522
0.25, 0, 0.0100033, 0.247003, 0.025, 0.742993
0.25, 0, 0.00993943, 0.260306, 0.025, 0.729755
0.25, 0, 0.0140034, 0.241701, 0.025, 0.744296
0.25, 0, 0.0109947, 0.24852, 0.025, 0.740486
0.25, 0, 0.0121494, 0.245725, 0.025, 0.742126
0.25, 0, 0.0124993, 0.256798, 0.025, 0.730703
0.25, 0, 0.0101827, 0.250931, 0.025, 0.738887
0.25, 0, 0.0112535, 0.24767, 0.025, 0.741077
0.25, 0, 0.0112763, 0.252886, 0.025, 0.735838
0.25, 0, 0.0102359, 0.240924, 0.025, 0.74884
0.25, 0, 0.0115326, 0.258377, 0.025, 0.730091
0.25, 0, 0.0118459, 0.250608, 0.025, 0.737546
0.25, 0, 0.013806, 0.252657, 0.025, 0.733537
0.25, 0, 0.0109104, 0.249041, 0.025, 0.740048
0.25, 0, 0.0123424, 0.246841, 0.025, 0.740817
0.25, 0, 0.0111, 0.24818, 0.025, 0.74072
0.25, 0, 0.009773, 0.254246, 0.025, 0.735981
0.25, 0, 0.0101575, 0.254995, 0.025, 0.734848
0.25, 0, 0.012232, 0.245358, 0.025, 0.74241
0.25, 0, 0.0105981, 0.251487, 0.025, 0.737915
0.25, 0, 0.0124264, 0.258865, 0.025, 0.728708
0.25, 0, 0.00798107, 0.248738, 0.025, 0.74328
0.25, 0, 0.00975544, 0.251252, 0.025, 0.738993
0.25, 0, 0.0105193, 0.248311, 0.025, 0.74117
